,City,Max Temp,Latitude,Longitude,Humidity,Cloudiness,Wind Speed,Date,Converted Date,Country
284,shar,76.14,7.3,8.73,90,80,3.83,1554944759,2019-04-11,kz
285,tyukalinsk,28.17,55.87,72.2,68,0,5.5,1554944759,2019-04-11,ru
286,basoko,75.69,1.23,23.61,93,92,3.83,1554944760,2019-04-11,cd
287,gravdal,39.0,59.79,5.78,80,0,3.36,1554944733,2019-04-11,no
288,dalen,37.0,52.7,6.76,80,8,6.93,1554944732,2019-04-11,no
289,parana,78.8,-7.52,-72.89,88,0,3.27,1554940800,2019-04-11,br
290,udayagiri,63.63,12.32,76.68,95,0,2.15,1554944760,2019-04-11,in
291,barsovo,23.0,61.17,73.17,92,90,8.95,1554942600,2019-04-11,ru
292,sangin,59.49,32.07,64.85,90,56,5.73,1554944761,2019-04-11,af
293,nizhniy ufaley,24.75,55.91,59.99,76,0,3.49,1554944761,2019-04-11,ru
294,aguai,53.01,46.3,11.4,92,90,6.93,1554944710,2019-04-11,br
295,kalyazin,26.73,57.24,37.84,75,8,2.93,1554944761,2019-04-11,ru
296,nicoya,86.0,10.15,-85.45,62,40,6.93,1554944455,2019-04-11,cr
297,kapuskasing,19.4,49.42,-82.43,67,90,13.87,1554943800,2019-04-11,ca
298,alekseyevka,44.6,53.25,50.49,75,0,2.24,1554942600,2019-04-11,ru
299,dabhol,75.69,17.6,73.17,100,0,5.95,1554944762,2019-04-11,in
300,campbellton,31.23,48.0,-66.68,77,80,6.85,1554944762,2019-04-11,ca
301,farafangana,79.56,-22.82,47.83,100,92,4.72,1554944763,2019-04-11,mg
302,kralendijk,78.8,12.15,-68.27,78,0,18.34,1554940500,2019-04-11,an
303,shubarkuduk,42.75,49.15,56.49,72,0,11.1,1554944763,2019-04-11,kz
304,nouakchott,69.8,18.08,-15.98,73,0,16.11,1554942600,2019-04-11,mr
305,landau,36.0,51.34,9.08,74,20,3.36,1554944671,2019-04-11,de
306,olinda,84.0,-2.03,-79.75,78,75,8.05,1554944718,2019-04-11,br
307,sucua,70.74,-2.46,-78.17,80,0,2.93,1554944764,2019-04-11,ec
308,idukki,73.35,9.85,76.97,95,12,2.04,1554944765,2019-04-11,in
309,catanduva,75.2,-21.13,-48.97,69,0,10.29,1554940800,2019-04-11,br
310,pishin,46.53,30.58,67.0,92,20,2.59,1554944765,2019-04-11,pk
311,natal,80.6,-5.81,-35.21,78,20,5.82,1554940800,2019-04-11,br
312,storsteinnes,26.6,69.24,19.23,84,20,10.29,1554944512,2019-04-11,no
313,mahon,46.99,51.89,-8.4,93,75,5.82,1554944637,2019-04-11,es
314,santa rita,77.4,10.21,-67.56,69,8,3.6,1554944480,2019-04-11,br
315,amapa,82.4,15.09,-87.97,69,20,10.29,1554944758,2019-04-11,br
316,praia da vitoria,64.4,38.73,-27.07,88,75,11.77,1554944477,2019-04-11,pt
317,eyl,79.65,7.98,49.82,100,88,6.17,1554944528,2019-04-11,so
318,hamilton,41.0,43.26,-79.87,56,75,3.36,1554944706,2019-04-11,bm
319,honningsvag,33.75,70.98,25.97,98,92,20.38,1554944769,2019-04-11,no
320,marathon,31.23,48.72,-86.38,65,0,14.23,1554944769,2019-04-11,us
321,ust-tsilma,19.89,65.44,52.15,79,88,7.4,1554944770,2019-04-11,ru
322,conde,81.09,-11.81,-37.61,88,8,8.86,1554944770,2019-04-11,br
323,sal rei,69.8,16.18,-22.92,73,40,13.87,1554940800,2019-04-11,cv
324,muli,75.87,22.62,71.45,76,20,10.65,1554944771,2019-04-11,mv
325,esperantinopolis,79.11,-4.87,-44.71,85,36,3.38,1554944771,2019-04-11,br
326,venado tuerto,68.13,-33.75,-61.97,77,0,12.44,1554944771,2019-04-11,ar
327,copiapo,59.0,-27.37,-70.33,77,90,8.05,1554940800,2019-04-11,cl
328,meridian,80.6,32.36,-88.7,44,1,3.36,1554940680,2019-04-11,us
329,werda,33.8,50.44,12.3,64,0,4.7,1554944768,2019-04-11,bw
330,fredericton,33.8,45.97,-66.65,61,90,3.36,1554944521,2019-04-11,ca
331,am timan,79.92,11.04,20.28,43,12,9.42,1554944773,2019-04-11,td
332,shieli,49.77,44.18,66.74,91,24,2.93,1554944773,2019-04-11,kz
333,waterlooville,39.99,50.88,-1.03,74,0,5.82,1554944747,2019-04-11,gb
334,colquechaca,46.17,-18.7,-66.0,57,0,1.7,1554944773,2019-04-11,bo
335,voghera,55.4,44.99,9.01,87,75,4.7,1554944767,2019-04-11,it
336,dzheguta,39.33,43.97,42.04,93,56,2.04,1554944774,2019-04-11,ru
337,talcahuano,59.0,-36.72,-73.12,82,0,11.41,1554940800,2019-04-11,cl
338,tshikapa,69.93,-6.42,20.79,100,88,0.81,1554944775,2019-04-11,cd
339,entre rios,81.09,-11.94,-38.08,88,8,8.86,1554944678,2019-04-11,br
340,maraa,78.39,-1.83,-65.37,87,20,5.28,1554944775,2019-04-11,br
341,coari,78.57,-4.09,-63.14,86,68,6.29,1554944776,2019-04-11,br
342,bhadasar,68.67,28.3,74.31,70,12,2.82,1554944776,2019-04-11,in
343,guadalajara,48.0,40.63,-3.16,80,0,4.7,1554944724,2019-04-11,es
344,tetovo,52.0,43.82,26.29,83,44,1.01,1554944426,2019-04-11,mk
345,huarmey,69.3,-10.07,-78.15,73,36,3.94,1554944776,2019-04-11,pe
346,la seyne-sur-mer,51.01,43.1,5.88,87,0,2.93,1554944748,2019-04-11,fr
347,porto velho,75.2,-8.75,-63.87,88,75,3.36,1554944400,2019-04-11,br
348,tyubuk,35.01,56.05,60.94,69,0,3.15,1554944704,2019-04-11,ru
349,tingo maria,69.84,-9.29,-76.01,78,80,0.81,1554944777,2019-04-11,pe
350,shchigry,45.0,51.87,36.91,85,0,1.99,1554944510,2019-04-11,ru
351,tazmalt,55.99,36.39,4.4,87,20,3.36,1554944464,2019-04-11,dz
352,san luis,62.37,-33.3,-66.34,37,0,6.85,1554944645,2019-04-11,ar
353,shubarshi,42.3,48.59,57.19,73,0,11.32,1554944736,2019-04-11,kz
354,goure,75.15,13.98,10.27,47,0,2.82,1554944778,2019-04-11,ne
355,athy,41.0,52.99,-6.98,93,40,2.24,1554944720,2019-04-11,ie
356,male,50.4,50.74,33.7,75,56,7.63,1554944779,2019-04-11,mv
357,addanki,71.73,15.81,79.97,77,0,2.71,1554944779,2019-04-11,in
358,kisiwani,67.59,-4.13,37.95,97,80,1.59,1554944779,2019-04-11,tz
359,lakselv,35.6,70.05,24.96,55,36,38.03,1554942000,2019-04-11,no
360,kosh-agach,13.23,49.99,88.66,89,64,3.04,1554944780,2019-04-11,ru
361,oskarshamn,33.01,57.26,16.44,70,92,9.17,1554944404,2019-04-11,se
362,iskateley,9.99,67.68,53.15,82,44,3.71,1554944780,2019-04-11,ru
363,thyboron,34.0,56.7,8.21,82,36,9.98,1554944705,2019-04-11,dk
364,malpe,82.4,13.35,74.72,83,75,2.59,1554942600,2019-04-11,in
365,parintins,78.39,-2.63,-56.73,84,44,3.27,1554944781,2019-04-11,br
366,kabare,58.95,-1.65,29.38,100,88,2.26,1554944781,2019-04-11,cd
367,wisconsin rapids,32.0,44.39,-89.82,80,90,11.41,1554944765,2019-04-11,us
368,pipri,70.38,24.21,83.02,71,0,2.59,1554944782,2019-04-11,in
369,gori,45.63,41.99,44.11,97,88,2.04,1554944782,2019-04-11,ge
370,oyo,78.39,7.84,3.93,76,8,8.3,1554944782,2019-04-11,ng
371,upata,86.04,8.02,-62.41,37,64,10.2,1554944782,2019-04-11,ve
372,polyarnyy,24.8,69.2,33.45,73,75,2.24,1554942600,2019-04-11,ru
373,kanashevo,46.4,55.21,62.07,49,0,6.71,1554944704,2019-04-11,ru
374,baherden,53.46,38.44,57.43,93,12,2.15,1554944783,2019-04-11,tm
375,kilkis,57.0,40.99,22.87,93,20,3.36,1554944772,2019-04-11,gr
376,betlitsa,31.59,54.01,33.96,76,0,4.38,1554944783,2019-04-11,ru
377,manica,66.2,-18.94,32.88,100,20,4.7,1554940800,2019-04-11,mz
378,ouallam,75.87,14.32,2.08,15,0,8.63,1554944784,2019-04-11,ne
379,oloron-sainte-marie,57.0,43.19,-0.61,100,75,4.7,1554944629,2019-04-11,fr
380,luba,79.02,17.32,120.7,84,0,3.71,1554944784,2019-04-11,gq
381,kidal,59.4,18.44,1.41,26,0,3.71,1554944784,2019-04-11,ml
382,titesti,42.93,45.02,25.0,87,8,1.92,1554944784,2019-04-11,ro
383,abu zabad,70.29,12.35,29.25,64,12,3.04,1554944785,2019-04-11,sd
384,lyuban,34.92,52.8,28.0,77,32,5.17,1554944785,2019-04-11,by
385,bonthe,80.46,7.53,-12.5,89,0,5.17,1554944785,2019-04-11,sl
386,ancona,48.0,41.04,-88.87,93,1,20.8,1554944753,2019-04-11,it
387,jadu,51.84,31.95,12.03,52,0,2.59,1554944786,2019-04-11,ly
388,oksfjord,33.8,70.24,22.35,74,44,33.33,1554942000,2019-04-11,no
389,korablino,46.99,53.92,40.02,97,68,1.81,1554944720,2019-04-11,ru
390,pospelikha,30.6,51.99,81.83,58,0,10.2,1554944786,2019-04-11,ru
391,viedma,54.63,-40.81,-62.99,84,0,6.96,1554944787,2019-04-11,ar
392,oneonta,34.0,42.45,-75.06,69,0,5.84,1554944782,2019-04-11,us
393,calvia,57.0,39.57,2.51,62,20,2.37,1554944531,2019-04-11,es
394,thyolo,70.47,-16.07,35.15,79,0,4.72,1554944787,2019-04-11,mw
395,aguas belas,70.92,-9.11,-37.12,89,44,3.27,1554944788,2019-04-11,br
396,salamiyah,47.52,35.01,37.05,84,20,6.85,1554944788,2019-04-11,sy
397,pelym,33.12,61.01,62.0,96,80,3.83,1554944788,2019-04-11,ru
398,correntina,69.21,-13.34,-44.63,95,80,2.04,1554944788,2019-04-11,br
399,lima,69.8,-12.06,-77.04,83,0,6.93,1554944405,2019-04-11,us
400,ozinki,45.99,51.2,49.73,67,0,8.75,1554944789,2019-04-11,ru
401,syamzha,31.23,60.02,41.06,96,80,9.86,1554944789,2019-04-11,ru
402,nisia floresta,80.6,-6.09,-35.21,78,20,5.82,1554940800,2019-04-11,br
403,misratah,60.39,32.38,15.09,85,20,7.74,1554944619,2019-04-11,ly
404,chabahar,79.56,25.29,60.65,90,8,8.3,1554944789,2019-04-11,ir
405,mahajanga,78.8,-15.72,46.32,88,20,2.24,1554940800,2019-04-11,mg
406,matay,55.26,28.42,30.79,55,0,7.96,1554944790,2019-04-11,eg
407,avare,67.5,-23.1,-48.93,77,0,13.33,1554944790,2019-04-11,br
408,turayf,51.8,31.68,38.65,76,0,11.41,1554940800,2019-04-11,sa
409,adre,69.3,13.47,22.2,42,0,3.83,1554944791,2019-04-11,td
410,vedeno,48.2,42.97,46.1,100,90,4.47,1554942600,2019-04-11,ru
411,casablanca,59.0,33.6,-7.62,100,20,6.93,1554944527,2019-04-11,ma
412,alexandria,75.99,31.31,-92.44,60,1,9.17,1554944590,2019-04-11,eg
413,subtanjalla,69.8,-14.02,-75.76,73,0,16.11,1554940800,2019-04-11,pe
414,bastia,55.4,44.6,8.98,66,0,5.82,1554944767,2019-04-11,fr
415,mariestad,28.4,58.71,13.82,92,24,1.12,1554944644,2019-04-11,se
416,boromo,73.35,11.74,-2.93,47,0,3.38,1554944793,2019-04-11,bf
417,nordfjordeid,37.4,61.91,5.99,100,0,6.93,1554944534,2019-04-11,no
418,zile,52.0,40.3,35.89,66,40,6.93,1554942000,2019-04-11,tr
419,wadi musa,44.37,30.32,35.48,74,0,2.04,1554944793,2019-04-11,jo
420,hualmay,67.95,-11.1,-77.61,87,12,5.06,1554944793,2019-04-11,pe
421,hargeysa,64.89,9.56,44.06,75,24,6.29,1554944679,2019-04-11,so
422,sangmelima,70.29,2.93,11.98,92,36,2.04,1554944794,2019-04-11,cm
423,dwarka,77.0,28.58,77.04,53,20,3.71,1554942600,2019-04-11,in
424,akhtanizovskaya,44.6,45.32,37.1,100,48,6.71,1554942600,2019-04-11,ru
425,kulu,76.95,3.47,23.69,91,68,2.04,1554944794,2019-04-11,tr
426,goya,74.61,-29.14,-59.27,66,8,4.05,1554944794,2019-04-11,ar
427,coroata,74.07,-6.39,-44.31,95,88,1.92,1554944794,2019-04-11,br
428,lagunas,76.59,-5.23,-75.68,88,44,1.48,1554944795,2019-04-11,pe
429,north myrtle beach,66.2,33.83,-78.68,59,1,15.12,1554944621,2019-04-11,us
430,taoudenni,62.73,22.68,-3.98,25,0,10.65,1554944794,2019-04-11,ml
431,sovetskaya,52.0,44.78,41.17,8,92,11.01,1554944463,2019-04-11,ru
432,sabzevar,46.53,36.21,57.68,90,0,3.6,1554944795,2019-04-11,ir
433,baghdad,68.0,33.3,44.38,68,0,8.05,1554940800,2019-04-11,iq
434,caernarfon,41.0,53.14,-4.27,86,0,2.24,1554944764,2019-04-11,gb
435,syasstroy,32.67,60.14,32.56,98,88,4.72,1554944796,2019-04-11,ru
436,abidjan,82.4,5.32,-4.02,88,20,3.36,1554942600,2019-04-11,ci
437,taltal,59.04,-25.41,-70.49,96,0,2.15,1554944796,2019-04-11,cl
438,japura,73.62,-0.42,102.29,95,44,2.37,1554944796,2019-04-11,br
439,carmen,78.75,7.2,124.8,100,8,3.15,1554944797,2019-04-11,cr
440,damghan,47.07,36.17,54.34,83,0,3.15,1554944797,2019-04-11,ir
441,karla,28.99,59.37,24.93,79,40,6.93,1554944586,2019-04-11,ee
442,vallenar,57.69,-28.58,-70.76,91,0,1.03,1554944797,2019-04-11,cl
443,aquiraz,82.4,-3.9,-38.39,83,40,5.82,1554944290,2019-04-11,br
444,lichinga,61.02,-13.3,35.25,96,44,2.93,1554944798,2019-04-11,mz
445,buchanan,78.8,5.88,-10.05,94,20,6.62,1554940800,2019-04-11,lr
446,bonito,75.96,-21.13,-56.49,70,12,6.06,1554944798,2019-04-11,br
447,ila,30.99,63.43,10.37,62,0,8.05,1554944718,2019-04-11,ng
448,bondo,76.95,3.81,23.69,91,68,2.04,1554944799,2019-04-11,cd
449,harstad,28.4,68.8,16.53,78,0,4.7,1554944661,2019-04-11,no
450,la plata,75.2,-34.92,-57.95,78,75,8.05,1554944592,2019-04-11,us
451,cuenca,43.0,40.07,-2.13,70,0,7.96,1554944596,2019-04-11,ec
452,segezha,25.47,63.74,34.31,79,88,11.54,1554944800,2019-04-11,ru
453,sainte-maxime,51.8,43.31,6.64,100,48,2.24,1554944797,2019-04-11,fr
454,madimba,77.0,4.42,9.93,94,40,2.93,1554940800,2019-04-11,tz
455,sayyan,47.25,15.17,44.32,82,8,2.59,1554944801,2019-04-11,ye
456,goiatuba,68.67,-18.02,-49.36,89,0,2.15,1554944801,2019-04-11,br
457,paita,77.31,-5.09,-81.11,57,0,8.63,1554944802,2019-04-11,pe
458,ayia marina,60.8,37.75,23.53,71,20,3.36,1554944765,2019-04-11,gr
459,binga,68.22,-17.62,27.34,100,68,1.92,1554944802,2019-04-11,cd
460,narnaul,66.87,28.04,76.11,73,8,2.71,1554944802,2019-04-11,in
461,tucuman,57.15,-17.17,-70.89,77,12,0.36,1554944802,2019-04-11,ar
462,derzhavinsk,39.15,51.1,66.31,72,32,9.98,1554944803,2019-04-11,kz
463,leca da palmeira,54.0,41.19,-8.7,93,20,12.77,1554944764,2019-04-11,pt
464,loandjili,80.6,-4.77,11.87,100,75,2.24,1554940800,2019-04-11,cg
465,eganville,33.8,45.54,-77.1,50,75,10.29,1554944481,2019-04-11,ca
466,bucarasica,86.0,8.04,-72.87,62,75,2.24,1554940800,2019-04-11,co
467,eydhafushi,84.87,5.1,73.07,100,0,3.04,1554944804,2019-04-11,mv
468,troitskiy,55.0,45.15,38.14,100,76,6.71,1554944725,2019-04-11,ru
469,kourou,78.8,5.16,-52.64,88,90,3.36,1554942600,2019-04-11,gf
470,apomu,84.2,6.85,3.21,89,40,2.24,1554940800,2019-04-11,ng
471,thunder bay,35.6,48.41,-89.26,51,75,5.82,1554944492,2019-04-11,ca
472,naruja,53.6,41.91,41.96,81,40,4.7,1554942600,2019-04-11,ge
473,djenne,75.51,13.91,-4.55,35,0,7.96,1554944806,2019-04-11,ml
474,meybod,62.6,32.25,54.02,45,75,2.24,1554940800,2019-04-11,ir
475,colborne,39.2,44.01,-77.89,60,75,9.17,1554944788,2019-04-11,ca
476,bom jesus,71.91,-9.08,-44.36,96,76,3.6,1554944807,2019-04-11,br
477,talavera de la reina,35.37,39.96,-4.83,85,0,3.71,1554944807,2019-04-11,es
478,gwanda,67.5,-20.94,29.0,87,92,10.76,1554944808,2019-04-11,zw
479,itacarambi,70.47,-15.1,-44.09,97,56,4.72,1554944808,2019-04-11,br
480,sitrah,77.0,26.15,50.62,69,0,6.93,1554942600,2019-04-11,bh
481,garh maharaja,72.09,30.83,71.9,63,32,5.73,1554944808,2019-04-11,pk
482,kardla,30.2,58.44,26.57,86,90,5.82,1554944415,2019-04-11,ee
483,lisakovsk,30.69,52.55,62.49,72,0,3.15,1554944808,2019-04-11,kz
484,chudniv,48.42,50.05,28.12,90,12,11.65,1554944809,2019-04-11,ua
485,hit,57.87,33.64,42.83,92,0,7.63,1554944809,2019-04-11,iq
486,lauria,43.29,40.05,15.84,100,88,2.15,1554944809,2019-04-11,it
487,atbasar,36.63,51.81,68.36,77,8,8.52,1554944809,2019-04-11,kz
488,penzance,51.01,50.12,-5.53,87,8,4.7,1554944520,2019-04-11,gb
489,carnarvon,56.79,-30.97,22.13,62,0,10.31,1554944810,2019-04-11,za
490,blytheville,80.6,35.93,-89.92,56,1,6.93,1554944618,2019-04-11,us
491,senneterre,28.4,48.39,-77.24,58,75,13.87,1554940800,2019-04-11,ca
492,sao miguel do araguaia,78.12,-13.28,-50.16,87,12,1.36,1554944514,2019-04-11,br
493,gofitskoye,51.66,44.26,40.97,97,88,2.37,1554944810,2019-04-11,ru
494,gamba,-3.69,28.28,88.52,49,0,2.59,1554944811,2019-04-11,ga
495,potosi,39.87,-19.59,-65.75,39,20,2.48,1554944692,2019-04-11,bo
496,vestmanna,39.2,62.16,-7.17,100,32,17.22,1554942000,2019-04-11,fo
497,castanheira do ribatejo,54.0,38.99,-8.97,87,20,5.82,1554944736,2019-04-11,pt
498,ondjiva,67.68,-17.07,15.73,84,0,7.52,1554944812,2019-04-11,ao
499,suratgarh,74.07,29.32,73.9,50,8,2.93,1554944812,2019-04-11,in
500,shelburne,36.0,44.08,-80.2,48,1,5.82,1554944717,2019-04-11,ca
501,exeter,42.01,50.73,-3.53,93,0,4.7,1554944776,2019-04-11,us
502,salym,32.4,60.06,71.48,99,92,2.48,1554944812,2019-04-11,ru
503,amos,28.4,48.57,-78.12,58,75,13.87,1554940860,2019-04-11,ca
504,yurga,13.5,55.71,84.93,69,32,2.82,1554944813,2019-04-11,ru
505,henties bay,57.0,-22.12,14.28,94,8,1.01,1554944528,2019-04-11,na
506,mandapam,85.14,9.28,79.12,100,24,9.19,1554944813,2019-04-11,in
507,zaria,80.55,11.11,7.72,56,0,9.19,1554944813,2019-04-11,ng
508,paralimni,55.0,40.99,23.67,95,88,1.01,1554944771,2019-04-11,cy
509,belokurikha,27.45,52.0,84.99,72,8,6.4,1554944814,2019-04-11,ru
510,marystown,35.1,47.17,-55.16,91,88,10.98,1554944599,2019-04-11,ca
511,taguatinga,68.0,-15.83,-48.06,100,75,5.82,1554942000,2019-04-11,br
512,andros,57.99,37.83,24.93,87,0,8.05,1554944412,2019-04-11,gr
513,puerto madryn,56.52,-42.77,-65.04,93,0,8.3,1554944815,2019-04-11,ar
514,mugumu,59.22,-1.84,34.67,94,36,2.59,1554944815,2019-04-11,tz
515,itupiranga,80.6,-5.13,-49.33,94,75,3.36,1554940800,2019-04-11,br
516,novoagansk,7.83,61.94,76.66,90,0,3.38,1554944815,2019-04-11,ru
517,orange walk,80.6,17.93,-76.27,65,20,5.82,1554940800,2019-04-11,bz
518,mookane,62.37,-23.68,26.66,92,68,8.63,1554944816,2019-04-11,bw
519,rojhan,70.65,28.69,69.95,68,12,3.6,1554944816,2019-04-11,pk
520,kiruna,17.6,67.86,20.23,67,0,5.82,1554942000,2019-04-11,se
521,kulhudhuffushi,84.6,6.62,73.07,100,0,2.71,1554944817,2019-04-11,mv
522,utinga,80.6,-5.82,-35.4,88,20,4.7,1554940800,2019-04-11,br
523,millville,59.0,39.4,-75.04,44,1,9.17,1554944560,2019-04-11,us
524,matara,46.98,-13.74,-72.9,91,36,0.92,1554944818,2019-04-11,lk
525,fomboni,83.43,-12.28,43.74,100,0,5.39,1554944818,2019-04-11,km
526,barcelos,53.6,41.53,-8.62,93,20,1.92,1554944617,2019-04-11,br
527,conakry,80.6,9.52,-13.7,83,0,9.42,1554940800,2019-04-11,gn
528,herat,49.95,34.35,62.22,93,44,2.71,1554944818,2019-04-11,af
529,anloga,84.2,5.79,0.9,83,20,8.05,1554940800,2019-04-11,gh
530,fasa,50.0,28.94,53.65,100,0,2.15,1554940800,2019-04-11,ir
531,kologriv,35.01,58.83,44.31,94,32,6.17,1554944819,2019-04-11,ru
532,batouri,74.43,4.44,14.36,90,64,3.04,1554944819,2019-04-11,cm
533,arkhangelsk,26.6,64.54,40.54,92,90,8.95,1554942600,2019-04-11,ru
534,kaura namoda,82.35,12.59,6.58,50,0,7.74,1554944820,2019-04-11,ng
535,pushkinskiye gory,24.84,57.02,28.91,92,0,3.94,1554944820,2019-04-11,ru
536,maldonado,64.4,-34.91,-54.96,93,56,3.36,1554940800,2019-04-11,uy
537,verkhovyna,44.46,48.15,24.83,97,68,2.37,1554944820,2019-04-11,ua
538,ferme-neuve,29.25,46.7,-75.45,63,32,7.52,1554944820,2019-04-11,ca
539,igarka,5.67,67.47,86.57,82,44,13.67,1554944821,2019-04-11,ru
540,lujan,50.85,-46.57,-67.67,56,0,11.21,1554944821,2019-04-11,ar
541,turukhansk,5.67,65.8,87.96,82,56,12.77,1554944821,2019-04-11,ru
542,puerto maldonado,81.54,-12.59,-69.19,74,0,1.36,1554944821,2019-04-11,pe
543,charlottetown,32.0,46.23,-63.13,74,75,3.36,1554944775,2019-04-11,ca
544,maicao,83.43,11.38,-72.24,67,8,11.88,1554944821,2019-04-11,co
545,aguada de pasajeros,71.6,22.38,-80.85,100,20,3.36,1554940740,2019-04-11,cu
546,baie-comeau,35.6,49.22,-68.15,69,1,6.93,1554944667,2019-04-11,ca
547,polessk,35.6,54.86,21.11,72,75,6.71,1554942600,2019-04-11,ru
548,cochrane,37.53,-47.25,-72.57,89,0,1.92,1554944602,2019-04-11,ca
549,vyshestebliyevskaya,44.6,45.2,37.0,100,44,6.71,1554942600,2019-04-11,ru
550,florence,78.01,34.8,-87.68,49,1,7.07,1554944658,2019-04-11,us
551,puerto ayora,80.6,-0.74,-90.35,78,75,12.75,1554944423,2019-04-11,ec
552,venice,75.0,27.1,-82.45,78,1,8.05,1554944720,2019-04-11,us
553,urdoma,39.15,61.74,48.55,96,92,6.96,1554944823,2019-04-11,ru
554,ust-kan,14.13,50.93,84.77,72,12,1.92,1554944823,2019-04-11,ru
555,leshukonskoye,29.97,64.9,45.76,86,92,8.3,1554944824,2019-04-11,ru
556,kang,59.94,-23.67,22.79,92,64,8.75,1554944824,2019-04-11,bw
557,hirtshals,35.46,57.59,9.96,100,64,9.42,1554944824,2019-04-11,dk
558,jaleswar,76.23,21.8,87.22,91,0,6.73,1554944825,2019-04-11,in
559,kautokeino,4.23,69.01,23.04,67,12,2.59,1554944825,2019-04-11,no
560,oranjestad,78.8,12.52,-70.03,78,20,18.34,1554940800,2019-04-11,aw
561,bosaso,80.19,11.28,49.18,100,0,6.96,1554944825,2019-04-11,so
562,pauri,66.2,30.15,78.78,77,0,3.36,1554942600,2019-04-11,in
563,shahr-e babak,45.27,30.12,55.12,68,0,3.71,1554944826,2019-04-11,ir
564,agra,72.63,27.18,78.01,58,0,3.15,1554944826,2019-04-11,in
565,anuradhapura,75.96,8.34,80.41,95,92,2.93,1554944826,2019-04-11,lk
566,peniche,53.6,39.36,-9.38,87,20,5.82,1554944736,2019-04-11,pt
567,gazli,58.59,40.13,63.45,77,24,2.71,1554944827,2019-04-11,uz
